party,topic,text,label
Green,Immigration,It would coordinate immigration levels with the provinces and set targets based on Canada's ability to welcome newcomers.,4
Green,Immigration,It will coordinate immigration levels with the provinces and set targets based on Canada's capacity to welcome immigrants.,4
Green,Immigration,It will coordinate immigration levels with the provinces and set goals based on Canada's ability to welcome newcomers.,4
Green,Immigration,This would suspend the safe third party agreement with the United States.,4
Green,Immigration,It would suspend the Safe Third Party Agreement with the U.S.,4
Green,Immigration,It would repeal the Safe Third Party Agreement with the United States.,4
Green,Immigration,It will suspend the Secure Third Party Agreement with the US,4
Green,Immigration,This will suspend the secure third party agreement with the United States.,4
Green,Immigration,"and work with provinces and territories to build the infrastructure needed to screen, process and settle newcomers",4
Green,Immigration,"and working with states and territories to build the infrastructure needed to screen, process, and resolve arrivals.",4
Green,Immigration,"and work with provinces and territories to build the infrastructure needed to screen, process and settle new arrivals",4
Green,Immigration,"and work with provinces and territories to build the infrastructure needed to screen, process and settle new arrivals",4
Green,Immigration,"Working with provinces and territories to develop the infrastructure needed to screen, process, and settle new arrivals.",4
Green,Immigration,"It would amend refugee provisions to expand access to scientists, activists, government workers, journalists, judges, lawyers, doctors, and other categories of U.S. citizens.",4
Green,Immigration,"It will change refugee conditions to expand access for scientists, activists, public servants, journalists, judges, lawyers, doctors and other types of U.S.",4
Green,Immigration,"It would amend refugee regulations to expand access to researchers, activists, civil servants, journalists, judges, lawyers, doctors and other categories of American...",4
Green,Immigration,"It would amend refugee provisions to extend access to scientists, activists, civil servants, journalists, judges, lawyers, doctors and other categories of US citizens.",4
Green,Immigration,"It would change refugee rules to expand access to scientists, activists, government employees, journalists, judges, lawyers, doctors and other categories of people from the United States.",4
Green,Immigration,citizens and permanent residents who felt targeted by the United States,4
Green,Immigration,citizens and permanent residents who have felt targeted by the U.S,4
Green,Immigration,citizens and permanent residents who have felt targeted by the U.S.,4
Green,Immigration,citizens and permanent residents who have felt targeted by the U.S.,4
Green,Immigration,Citizens and permanent residents who felt targeted by the United States,4
Green,Immigration,President Donald Trump.,4
Green,Immigration,President Donald Trump.,4
Green,Immigration,President Donald Trump.,4
Green,Immigration,President Donald Trump.,4
Green,Immigration,President Donald Trump.,4
People's Party,Immigration,"After halting immigration until the housing crisis is resolved, he would reduce immigration targets to 100,000 to 150,000 people a year and reduce them further in times of crisis.",5
People's Party,Immigration,"After suspending immigration until the housing crisis subsides, it will reduce immigration targets to 100,000 to 150,000 people annually and reduce further in times of crisis.",5
People's Party,Immigration,"After halting immigration until the housing crisis subsided, it would lower immigration targets to 100,000 to 150,000 people annually and lower them further during times of crisis.",5
People's Party,Immigration,"After halting immigration until the housing crisis subsides, it would reduce the immigration target to 100,000 to 150,000 people each year and lower it again during the crisis.",5
People's Party,Immigration,"After halting immigration until the housing crisis eases, it will reduce annual immigration targets by 100,000 to 150,000 and reduce it further in times of crisis.",5
People's Party,Immigration,"It would accept fewer refugees, temporary foreign workers and students in favor of economic immigrants.",5
People's Party,Immigration,"It would accept fewer refugees, temporary foreign workers and students in favor of economic migrants.",5
People's Party,Immigration,"It would accept fewer refugees, temporary foreign workers and students in favor of economic immigrants.",5
People's Party,Immigration,"It will accept fewer refugees, temporary foreign workers and students in favor of economic immigrants",5
People's Party,Immigration,"It will accept fewer refugees, temporary foreign workers and students in favor of economic migrants.",5
People's Party,Immigration,It would withdraw from the UN Global Compact for Migration,5
People's Party,Immigration,It would withdraw from the UN Migration Convention,5
People's Party,Immigration,It would withdraw from the UN Global Compact on Migration,5
People's Party,Immigration,It will withdraw from the UN Global Compact for Migration,5
People's Party,Immigration,It will withdraw from the UN's Global Compact on Migration.,5
People's Party,Immigration,The party would abolish the program for reuniting parents and grandparents,5
People's Party,Immigration,The party would end the plan to reunite parents with grandparents.,5
People's Party,Immigration,The party wants to abolish the reunification program for parents and grandparents,5
People's Party,Immigration,The party will eliminate the reunification program for parents and grandparents,5
People's Party,Immigration,The party will cancel the reunification program for parents and grandparents.,5
People's Party,Immigration,"This would eliminate work permits for students, except for academic work on campus.",5
People's Party,Immigration,"It would eliminate work permits for students, except for academic jobs on campus.",5
People's Party,Immigration,"It would abolish work permits for students, except for academic work on campus.",5
People's Party,Immigration,"This will eliminate work permits for students, except for academic work on campus.",5
People's Party,Immigration,"This will eliminate work permits for students, except for academic work on campus.",5
People's Party,Immigration,"It would increase resources for CSIS, the RCMP, and IRCC so they can determine whether immigrants share ""Canadian values and societal norms."" It would amend the law to criminalize ""birth tourism"" and stop granting Canadian citizenship to babies born in Canada to foreign parents.",5
People's Party,Immigration,"It would increase resources for CSIS, the RCMP and IRCC so they can determine whether immigrants share “Canadian values and societal norms.” It would change the law to outlaw “birth tourism” and stop granting Canadian citizenship to children born in Canada to foreign parents.",5
People's Party,Immigration,"It would increase resources for CSIS, the RCMP and IRCC to determine whether immigrants share “Canadian values and societal norms.” It would amend the law to criminalize “birth tourism” and stop granting Canadian citizenship to children born in Canada to foreign parents.",5
People's Party,Immigration,"It would increase resources for CSIS, the RCMP and IRCC so they can determine whether immigrants share “Canadian values and societal norms.” It would change the law to criminalize “birth tourism” and stop granting Canadian citizenship to babies born in Canada to foreign parents.",5
People's Party,Immigration,"It would increase resources for CSIS, RCMP and IRCC so they can determine whether immigrants share “Canadian values and social norms.” It would change the law that criminalizes “birth tourism” and stop granting Canadian citizenship to children born in Canada to foreign parents.",5
Liberal,Infrastructure,The Liberals would create a First Mile fund to build transportation networks to connect natural resource extraction sites to rail lines and roads.,0
Liberal,Infrastructure,Liberals would create a First Mile Fund to build transportation networks to connect natural resource extraction areas with rail and road routes.,0
Liberal,Infrastructure,"The Liberals would create a ""First Mile Fund"" to build transportation networks that connect natural resource extraction sites with rail lines and roads.",0
Liberal,Infrastructure,The Liberals will create a First Mile Fund to build a transportation network to connect natural resource extraction sites to rail and road routes.,0
Liberal,Infrastructure,The Liberals will create a first-mile fund to build transportation networks to connect natural resource extraction sites to rail lines and roads.,0
Liberal,Infrastructure,"They would establish a ""one-stop shop"" approval process to speed up approvals for large-scale infrastructure projects of national interest.",0
Liberal,Infrastructure,"They would establish a ""single window"" approval process to expedite the approval of major infrastructure projects of national interest.",0
Liberal,Infrastructure,They would introduce a single-window approval process to expedite approvals for large-scale infrastructure projects of national interest.,0
Liberal,Infrastructure,"They will implement a ""single window"" approval process to expedite approval for large-scale infrastructure projects of national interest.",0
Liberal,Infrastructure,"They will implement a ""single window"" approval process to fast track approvals for large-scale, national interest infrastructure projects.",0
Liberal,Infrastructure,"They would work to expedite approvals for the construction, commissioning and operation of a new Cedar LNG processing plant, majority-owned by Indigenous people.",0
Liberal,Infrastructure,"They would work to expedite the approval of the construction, commissioning and operation of the new Cedar LNG processing facility owned by a majority of Indigenous people.",0
Liberal,Infrastructure,"They would work to expedite approvals for the construction, commissioning and operation of a new majority-owned Cedar LNG processing facility for domestic players.",0
Liberal,Infrastructure,"They will work to expedite approval for the construction, commissioning and operation of the new majority-Indigenous-owned Cedar LNG processing facility.",0
Liberal,Infrastructure,"They will work to expedite approvals for the construction, commissioning and operation of the new tribally owned Cedar LNG processing facility.",0
Liberal,Infrastructure,"They would invest $175 million in the Hudson Bay Railway and the port of Churchill, Manitoba.",0
Liberal,Infrastructure,"They would invest $175 million in the Hudson Bay Railway and the Port of Churchill, in Manitoba.",0
Liberal,Infrastructure,They would invest $175 million in the Hudson Bay Railway and in the port of Churchill in Manitoba.,0
Liberal,Infrastructure,"They will invest $ 175 million in the Hudson Bay Railway and in the Port of Churchill, in Manitoba.",0
Liberal,Infrastructure,They will invest $175 million in the Hudson Bay Railway and the Port of Churchill in Manitoba.,0
Conservative,Infrastructure,"The Conservatives would commit to investing $1 billion over three years to build a road connecting First Nations communities and critical mineral deposits in the Ring of Fire to Ontario's highway network, while allowing companies that invest in the Ring of Fire to pay a portion of their federal corporate taxes to local First Nations.",1
Conservative,Infrastructure,"The Conservatives would provide $1 billion over three years for the construction of a road connecting First Nations communities and key mineral deposits in the Ring of Fire to Ontario's highway network, while allowing companies investing in the Ring of Fire to pay a portion of their federal corporation tax to local First Nations.",1
Conservative,Infrastructure,"The Conservatives would allocate $1 billion over three years for the construction of a road connecting Indigenous communities and the important mineral deposits in the Ring of Fire to Ontario's road network, while allowing companies investing in the Ring of Fire to pay a portion of their federal corporate taxes to local Indigenous communities.",1
Conservative,Infrastructure,"The Conservatives will commit $1 billion over three years to road construction connecting First Nations communities and critical mineral deposits in the Ring of Fire to Ontario's highway network, while allowing companies investing in the Ring of Fire to pay a portion of their federal corporate taxes to local First Nations.",1
Conservative,Infrastructure,"The Conservatives will provide $1 billion over three years to build a road connecting First Nations communities and important mineral deposits in the Ring of Fire to the Ontario highway network, while allowing companies investing in the Ring of Fire to pay a portion of their federal corporate taxes to local First Nations.",1
Conservative,Infrastructure,"They would designate ""shovel-ready"" zones to accelerate the construction of a liquefied natural gas project in Quebec.",1
Conservative,Infrastructure,"They would designate areas as ""shovel-ready"" areas to accelerate construction of a liquefied natural gas project in Quebec.",1
Conservative,Infrastructure,"They would designate areas as ""ready"" zones to expedite construction of a liquefied natural gas project in Quebec.",1
Conservative,Infrastructure,"They will designate the area as a ""shovel-ready"" zone to accelerate the construction of liquefied natural gas projects in Quebec.",1
Conservative,Infrastructure,"They will designate areas as ""shovel-ready"" zones to expedite construction of a liquefied natural gas project in Quebec.",1
Conservative,Infrastructure,"They would repeal the federal government's Impact Assessment Act (C-69), which allows federal regulators to review the potential environmental and social impacts of various resource and infrastructure projects.",1
Conservative,Infrastructure,"They would repeal the federal government's Impact Assessment Act (C-69), which allows federal regulators to consider the potential environmental and social impacts of various resource and infrastructure projects.",1
Conservative,Infrastructure,"They would repeal the federal government's Impact Assessment Act (C-69), which allows federal regulators to consider the potential environmental and social impacts of various resource and infrastructure projects.",1
Conservative,Infrastructure,"They would repeal the federal government's Impact Assessment Act (C-69), which allows federal regulators to consider the potential environmental and social impacts of various resource and infrastructure projects.",1
Conservative,Infrastructure,"They would repeal the federal government's Impact Assessment Act (C-69), which allows federal regulators to consider the potential environmental and social impacts of various resource and infrastructure projects.",1
Conservative,Infrastructure,They want to create a national energy corridor that would speed up approvals for large-scale infrastructure projects.,1
Conservative,Infrastructure,They want to create a national energy corridor that will make it easier to fast-track approvals for major infrastructure projects.,1
Conservative,Infrastructure,They want to create a national energy corridor that would make it easier to expedite approvals for large-scale infrastructure projects.,1
Conservative,Infrastructure,They want to create a national energy corridor that will facilitate rapid approval for large-scale infrastructure projects.,1
Conservative,Infrastructure,They want to create a national energy corridor that would make it easier to quickly obtain approvals for large-scale infrastructure projects.,1
Conservative,Infrastructure,The party would be open to exporting oil from the port of Churchill.,1
Conservative,Infrastructure,The party will be ready to transport oil from the Port of Churchill.,1
Conservative,Infrastructure,The party would be open to exporting oil from the port of Churchill.,1
Conservative,Infrastructure,The party would be open to exporting oil from the Port of Churchill.,1
Conservative,Infrastructure,The party is open to exporting oil from the Port of Churchill.,1
New Democrat,Infrastructure,The New Democrats would undertake a major construction program and require that only Canadian steel be used in all federally funded infrastructure projects.,2
New Democrat,Infrastructure,The New Democrats would enact a massive construction program and would require only Canadian steel to be used in all government-funded infrastructure projects.,2
New Democrat,Infrastructure,New Democrats would implement a major construction program and require that only Canadian steel be used in all federally funded infrastructure projects.,2
New Democrat,Infrastructure,The new Democrats will undertake a major construction program and require only Canadian steel to be used in all federally funded infrastructure projects.,2
New Democrat,Infrastructure,The New Democrats will undertake a major construction program and will demand that only Canadian steel be used in all federally funded infrastructure projects.,2
New Democrat,Infrastructure,They would prioritize the creation of an east-west electricity network,2
New Democrat,Infrastructure,They would prioritize creating an east-west electricity grid,2
New Democrat,Infrastructure,They would prioritize creating an east-west electricity grid,2
New Democrat,Infrastructure,They will prioritize creating an east-west electricity network,2
New Democrat,Infrastructure,They will prioritize the creation of an East-West electricity network.,2
New Democrat,Infrastructure,They oppose the construction of an LNG pipeline in Quebec and believe that the province should have the right to veto energy projects on its territory.,2
New Democrat,Infrastructure,They oppose the construction of an LNG pipeline in Quebec and believe that the province should have the right to oppose energy projects on its territory.,2
New Democrat,Infrastructure,They are against building an LNG pipeline in Quebec and believe that the province should have the right to veto energy projects on its territory.,2
New Democrat,Infrastructure,They oppose building an LNG pipeline in Quebec and believe that the province should have the right to veto energy projects in its territory.,2
New Democrat,Infrastructure,They oppose the construction of an LNG pipeline in Quebec and believe that the province should have the right to veto energy projects in its territory.,2
New Democrat,Infrastructure,Party opposes Energy East project but does not close door to pipelines,2
New Democrat,Infrastructure,The party opposes the Eastern Energy project but does not close the pipelines,2
New Democrat,Infrastructure,The party opposes the Energy East project but does not close the door on pipelines,2
New Democrat,Infrastructure,The party opposes the Eastern Energy project but does not close the door on the pipeline,2
New Democrat,Infrastructure,"The party opposes the Energy East project, but has not closed the door on pipelines.",2
New Democrat,Infrastructure,"They would favor Canadian companies in the tender selection process, as well as suppliers and contractors with unionized workforces.",2
New Democrat,Infrastructure,"They would prefer Canadian companies in the tender selection process, as well as suppliers and contractors with integrated workers.",2
New Democrat,Infrastructure,"They would favor Canadian companies in the bidding process, as well as suppliers and contractors with unionized employees.",2
New Democrat,Infrastructure,"They will favor Canadian companies in the bidding process, as well as suppliers and contractors and a unionized workforce.",2
New Democrat,Infrastructure,"They will support Canadian companies, suppliers and contractors with unionized employees in the bid selection process.",2
Bloc Québécois,Infrastructure,The Bloc supports a high-speed rail system that would link Quebec to Toronto,3
Bloc Québécois,Infrastructure,This camp supports a high-speed rail system that would connect Quebec City and Toronto.,3
Bloc Québécois,Infrastructure,The bloc supports a high-speed rail system that would connect Quebec City to Toronto,3
Bloc Québécois,Infrastructure,The bloc supports a high-speed rail system that would connect Quebec City to Toronto,3
Bloc Québécois,Infrastructure,This block supports a high-speed rail system connecting Quebec City to Toronto.,3
Bloc Québécois,Infrastructure,"He opposes the nuclear waste disposal project at Chalk River and an Energy East pipeline, which would impact Quebec's ecosystems.",3
Bloc Québécois,Infrastructure,"It is opposed to the nuclear waste disposal project in Chalk River as well as the Energy East pipeline, which will affect Quebec's ecosystems.",3
Bloc Québécois,Infrastructure,"It opposes the Chalk River nuclear waste project as well as an Energy East pipeline, which would affect Quebec's ecosystem.",3
Bloc Québécois,Infrastructure,"It opposes the nuclear waste disposal project in the Chalk River as well as the Energy East pipeline, which would impact Quebec's ecosystem.",3
Bloc Québécois,Infrastructure,"It opposes the plan to dispose of nuclear waste in the Sac River and the Energy East pipeline, which would affect Quebec ecosystems.",3
Bloc Québécois,Infrastructure,"The party wants the federal government to double funding for public transit and invest in the maintenance of existing public transit infrastructure, such as the Montreal metro.",3
Bloc Québécois,Infrastructure,"The party is calling on the federal government to double funding for public transit and invest in the maintenance of existing public transit infrastructure, such as the Montreal Metro.",3
Bloc Québécois,Infrastructure,"The party wants the federal government to double funding for public transit and invest in maintaining the public transit infrastructure currently in use, such as Montreal's subway.",3
Bloc Québécois,Infrastructure,"The party wants the federal government to double funding for public transit and invest in the maintenance of public transit infrastructure currently in use, such as the Montreal Metro.",3
Bloc Québécois,Infrastructure,"The party wants the federal government to double funding for public transit and invest in maintaining public transit infrastructure, such as the Montreal Metro, which is currently in use.",3
Green,Infrastructure,The Greens would undertake clean energy projects and build stronger infrastructure to protect drinking water,4
Green,Infrastructure,The Greens would implement clean energy projects and build robust infrastructure to protect drinking water.,4
Green,Infrastructure,The Greens would implement clean energy projects and build stronger infrastructure to protect drinking water.,4
Green,Infrastructure,The Greens will implement clean energy projects and build stronger infrastructure to protect drinking water,4
Green,Infrastructure,The Green Party will pursue clean energy projects and build strong infrastructure to protect drinking water.,4
Green,Infrastructure,They claim they would ensure that AI centers operate with clean technology.,4
Green,Infrastructure,They say they will ensure AI centers are run on clean technology,4
Green,Infrastructure,They say they would ensure that AI centers are run with clean technology,4
Green,Infrastructure,They said they would ensure the AI center runs on clean technology,4
Green,Infrastructure,They say they are ensuring that AI centers run on clean technology.,4
Green,Infrastructure,They would increase investment in shipyards to increase rapid production capacity as part of the national shipbuilding strategy.,4
Green,Infrastructure,They would increase investment in shipyards to increase rapid production capacity as part of the National Shipbuilding Strategy.,4
Green,Infrastructure,They would increase investment in shipyards to rapidly increase production capacity as part of the national shipbuilding strategy.,4
Green,Infrastructure,They will increase investment in shipyards to rapidly increase production capacity as part of the National Shipbuilding Strategy.,4
Green,Infrastructure,"As part of the national shipbuilding strategy, they will increase investments in shipyards to increase rapid production capacity.",4
People's Party,Infrastructure,He would find a buyer for the Trans Mountain pipeline,5
People's Party,Infrastructure,It would find a buyer for the Trans Mountain pipeline,5
People's Party,Infrastructure,It would find a buyer for the Trans Mountain pipeline,5
People's Party,Infrastructure,It will find a buyer for the Trans Mountain pipeline,5
People's Party,Infrastructure,This will find a buyer for the Trans Mountain pipeline.,5
People's Party,Infrastructure,"It would reaffirm federal jurisdiction over pipeline construction by invoking section 92(10) of the Constitution, if necessary.",5
People's Party,Infrastructure,"It can reassert federal authority over pipeline construction using section 92(10) of the Constitution, if necessary.",5
People's Party,Infrastructure,"It would re-establish federal jurisdiction over pipeline construction by invoking Section 92(10) of the Constitution, if necessary.",5
People's Party,Infrastructure,"It would reaffirm federal jurisdiction over pipeline construction by invoking section 92(10) of the Constitution, if necessary.",5
People's Party,Infrastructure,"This would reaffirm federal jurisdiction over pipeline construction, if necessary, by invoking Article 92(10) of the Constitution.",5
People's Party,Infrastructure,"This would allow Line 5, which connects Sarnia, Ontario, to be kept",5
People's Party,Infrastructure,"It would install Line 5, which starts in Sarnia, Ont.",5
People's Party,Infrastructure,"It would retain Line 5, which runs from Sarnia, Ontario",5
People's Party,Infrastructure,"This will remain Line 5, which runs from Sarnia, Ont.",5
People's Party,Infrastructure,"It will retain Line 5, which runs from Sarnia, Ontario.",5
People's Party,Infrastructure,"to Michigan and Wisconsin, in operation.",5
People's Party,Infrastructure,"to Michigan and Wisconsin, it works.",5
People's Party,Infrastructure,"to Michigan and Wisconsin, in operation.",5
People's Party,Infrastructure,"to Michigan and Wisconsin, in operation.",5
People's Party,Infrastructure,"For Michigan and Wisconsin, it is in progress.",5
Liberal,"U.S. relations, tariffs","The Liberals would inject $5 billion into a new ""trade diversification corridor fund."" They want to renegotiate bilateral agreements with the United States.",0
Liberal,"U.S. relations, tariffs","The Liberals would inject $5 billion into a new ""multi-trade zone fund."" They want to renegotiate bilateral agreements with the U.S.",0
Liberal,"U.S. relations, tariffs",The Liberals would put $5 billion into a new “trade diversification corridor fund.” They want to renegotiate bilateral agreements with the United States.,0
Liberal,"U.S. relations, tariffs",The Liberals will inject $5 billion into a new “trade diversification corridor fund.” They want to renegotiate a bilateral agreement with the U.S.,0
Liberal,"U.S. relations, tariffs",The Liberals will put $5 billion into a new “Trade Diversification Corridor Fund.” They want to renegotiate bilateral agreements with the United States.,0
Liberal,"U.S. relations, tariffs",immediately after the election,0
Liberal,"U.S. relations, tariffs",immediately after the election,0
Liberal,"U.S. relations, tariffs",immediately after the election,0
Liberal,"U.S. relations, tariffs",immediately after the election,0
Liberal,"U.S. relations, tariffs",Immediately after the election,0
Liberal,"U.S. relations, tariffs","In response to expected job losses in a trade war, they would temporarily waive the one-week waiting period for unemployment insurance.",0
Liberal,"U.S. relations, tariffs","In response to expected job losses in the trade war, they would temporarily eliminate the one-week waiting period for employment insurance.",0
Liberal,"U.S. relations, tariffs","In response to expected job losses in a trade war, they would temporarily remove the one-week waiting period for unemployment insurance",0
Liberal,"U.S. relations, tariffs","In response to expected job losses in the trade war, they temporarily waived the waiting period for employment insurance by one week.",0
Liberal,"U.S. relations, tariffs","In response to expected job losses in the trade war, they will temporarily eliminate the one-week employment insurance waiting period.",0
Liberal,"U.S. relations, tariffs",They would prioritize and purchase Canadian-built vehicles.,0
Liberal,"U.S. relations, tariffs",They would prioritize and buy cars built in Canada,0
Liberal,"U.S. relations, tariffs",They would prioritize and procure Canadian-built vehicles,0
Liberal,"U.S. relations, tariffs",They will prioritize and procure Canadian-built vehicles,0
Liberal,"U.S. relations, tariffs",They will prioritize purchasing vehicles made in Canada.,0
Liberal,"U.S. relations, tariffs","They would establish a $2 billion ""strategic response fund"" to protect the Canadian auto industry and help workers develop their expertise.",0
Liberal,"U.S. relations, tariffs",They would implement a $2 billion “strategic response fund” aimed at protecting Canada’s auto industry and helping workers develop expertise.,0
Liberal,"U.S. relations, tariffs","They would introduce a $2 billion ""strategic response fund"" aimed at protecting the Canadian auto industry and helping workers develop expertise.",0
Liberal,"U.S. relations, tariffs","They will implement a $2-billion ""strategic response fund"" with the goal of protecting Canada's auto industry and helping workers develop skills.",0
Liberal,"U.S. relations, tariffs","They will activate a $2 billion ""strategic response fund"" to protect the Canadian auto sector and help workers develop expertise.",0
Conservative,"U.S. relations, tariffs",The party would not remove the countertariffs until the United States did so.,1
Conservative,"U.S. relations, tariffs",The party will not remove the countervailing duties until the U.S.,1
Conservative,"U.S. relations, tariffs",The party would not abolish counter-tariffs until the US,1
Conservative,"U.S. relations, tariffs",The party will not remove counter tariffs until the US,1
Conservative,"U.S. relations, tariffs",The party will not lift the counter-tariffs until the US decides.,1
Conservative,"U.S. relations, tariffs",removes all its tariffs,1
Conservative,"U.S. relations, tariffs",removes all its taxes,1
Conservative,"U.S. relations, tariffs",removes all its customs duties,1
Conservative,"U.S. relations, tariffs",remove all tariffs,1
Conservative,"U.S. relations, tariffs",Eliminates all its fees.,1
Conservative,"U.S. relations, tariffs","They argue that a Conservative government would devote almost all of the tariffs collected to tax relief, with a sum set aside for targeted relief for workers hardest hit by the US crisis.",1
Conservative,"U.S. relations, tariffs","They say the Conservative government will put almost all of the taxes collected into tax relief, with the amount set aside for targeted aid to the hardest-hit workers in the US.",1
Conservative,"U.S. relations, tariffs","They say a Conservative government would convert almost all collected tariffs into tax breaks, with a sum set aside for targeted relief for workers hardest hit by the US.",1
Conservative,"U.S. relations, tariffs","They say a Conservative government would put almost all of the tariffs collected into tax relief, with the amount earmarked for relief targeted at workers hardest hit by the US.",1
Conservative,"U.S. relations, tariffs","They say a Conservative government would include almost all taxes collected in tax relief, and a sum would be set aside for targeted relief for workers hit hard by the US.",1
Conservative,"U.S. relations, tariffs",rates,1
Conservative,"U.S. relations, tariffs",tax,1
Conservative,"U.S. relations, tariffs",customs,1
Conservative,"U.S. relations, tariffs",the tariff,1
Conservative,"U.S. relations, tariffs",Fees,1
Conservative,"U.S. relations, tariffs",The Conservatives would implement tax cuts.,1
Conservative,"U.S. relations, tariffs",The Conservatives would implement tax cuts.,1
Conservative,"U.S. relations, tariffs",The Conservatives would implement tax cuts.,1
Conservative,"U.S. relations, tariffs",The Conservatives will implement tax cuts.,1
Conservative,"U.S. relations, tariffs",The Conservatives will implement tax cuts.,1
New Democrat,"U.S. relations, tariffs",New Democrats support retaliatory tariffs,2
New Democrat,"U.S. relations, tariffs",New Democrats favor retaliatory tariffs,2
New Democrat,"U.S. relations, tariffs",New Democrats are in favor of retaliatory tariffs,2
New Democrat,"U.S. relations, tariffs",New Democrats support retaliatory tariffs,2
New Democrat,"U.S. relations, tariffs",New Democrats support retaliatory taxes.,2
New Democrat,"U.S. relations, tariffs","They would dedicate “every dollar” raised through retaliatory tariffs to supporting affected workers in sectors such as auto manufacturing, steel and aluminum.",2
New Democrat,"U.S. relations, tariffs","They would put ""every dollar"" collected from the retaliatory tax toward helping affected workers in industries such as auto manufacturing, steel and aluminum.",2
New Democrat,"U.S. relations, tariffs","They would use ""every dollar"" collected from retaliatory tariffs to support affected workers in industries such as auto manufacturing, steel and aluminum.",2
New Democrat,"U.S. relations, tariffs","They would put ""every dollar"" collected from retaliatory tariffs toward supporting impacted workers in industries such as auto manufacturing, steel and aluminum.",2
New Democrat,"U.S. relations, tariffs","They will spend ""every dollar"" collected from retaliatory taxes to support affected workers in industries such as auto manufacturing, steel and aluminum.",2
New Democrat,"U.S. relations, tariffs",If the United States,2
New Democrat,"U.S. relations, tariffs",If the U.S.,2
New Democrat,"U.S. relations, tariffs",About the United States,2
New Democrat,"U.S. relations, tariffs",If the U.S.,2
New Democrat,"U.S. relations, tariffs",If America,2
New Democrat,"U.S. relations, tariffs","President Donald Trump has imposed a tariff on all Canadian products, while the New Democrats are expected to impose a 100% tariff on all Tesla products.",2
New Democrat,"U.S. relations, tariffs","President Donald Trump imposed tariffs on all Canadian goods, the New Democrats would impose a 100 percent tariff on all Tesla products.",2
New Democrat,"U.S. relations, tariffs","President Donald Trump imposed tariffs on all Canadian goods, while the New Democrats would impose a 100 percent tariff on all Tesla products.",2
New Democrat,"U.S. relations, tariffs","President Donald Trump is imposing tariffs on all Canadian goods, the New Democrats will impose a 100 percent tariff on all Tesla products.",2
New Democrat,"U.S. relations, tariffs","President Donald Trump imposed tariffs on all Canadian goods, and the New Democrats will impose a 100 percent tariff on all Tesla products.",2
New Democrat,"U.S. relations, tariffs","An NDP government would bar Trump from the G7 summit in Kananaskis, Alberta, in June because of his attack on Canadian sovereignty.",2
New Democrat,"U.S. relations, tariffs","The NDP government would block Trump from participating in the G7 summit in Kananaskis, Alta., in June, on the grounds that it undermines Canadian sovereignty.",2
New Democrat,"U.S. relations, tariffs","An NDP government would bar Trump from the G7 summit in Kananaskis, Alta., in June, because of his undermining of Canada's sovereignty.",2
New Democrat,"U.S. relations, tariffs","The NDP government will block Trump from the G7 summit in Kananaskis, Alta., in June, because of his undermining of Canadian sovereignty.",2
New Democrat,"U.S. relations, tariffs","The NDP government will ban Trump from the G7 summit in Kananaskis, Alta., in June for undermining Canada's sovereignty.",2
New Democrat,"U.S. relations, tariffs",The party would ban the United States,2
New Democrat,"U.S. relations, tariffs",The party would ban the U.S.,2
New Democrat,"U.S. relations, tariffs",The party would ban the US,2
New Democrat,"U.S. relations, tariffs",The party will ban the US,2
New Democrat,"U.S. relations, tariffs",That party will boycott America.,2
New Democrat,"U.S. relations, tariffs",companies for all federal government contracts and procurement projects when Canadian workers are available,2
New Democrat,"U.S. relations, tariffs",companies from all federal government contracts and procurement projects when Canadian workers are available,2
New Democrat,"U.S. relations, tariffs",companies from all federal procurement contracts and projects when Canadian workers are available,2
New Democrat,"U.S. relations, tariffs",companies from all federal government contracts and projects if Canadian workers are available,2
New Democrat,"U.S. relations, tariffs",Companies are exempt from all federal government procurement contracts and projects when Canadian workers are available.,2
New Democrat,"U.S. relations, tariffs","He says this would prevent U.S.-based companies from ""stripping Canadian factories of valuable assets"" after receiving government bailouts.",2
New Democrat,"U.S. relations, tariffs","It says it will prevent U.S.-based corporations from ""removing valuable assets from Canadian plants"" after receiving a government bailout.",2
New Democrat,"U.S. relations, tariffs","It says it would prevent U.S.-based companies from ""purging valuable assets from Canadian factories"" after receiving government bailouts.",2
New Democrat,"U.S. relations, tariffs","It said it would stop U.S.-based corporations from ""removing valuable assets from Canadian factories"" after receiving a government bailout.",2
New Democrat,"U.S. relations, tariffs","It says this will prevent US-based companies from ""snatching valuable assets from Canadian plants"" after receiving government bailouts.",2
Bloc Québécois,"U.S. relations, tariffs",The Bloc is calling for pandemic-style wage subsidies for workers affected by customs tariffs.,3
Bloc Québécois,"U.S. relations, tariffs",Bloc calls for pandemic-style wage subsidies for workers affected by tax cuts,3
Bloc Québécois,"U.S. relations, tariffs",The bloc calls for pandemic-style wage subsidies for workers hit by tariffs,3
Bloc Québécois,"U.S. relations, tariffs",Bloc calls for pandemic-style wage subsidies for workers affected by tariffs,3
Bloc Québécois,"U.S. relations, tariffs",The bloc is calling for pandemic-style wage subsidies for workers affected by the tariffs.,3
Bloc Québécois,"U.S. relations, tariffs",He would introduce a bill aimed at protecting supply management and Quebec farmers in future trade agreements.,3
Bloc Québécois,"U.S. relations, tariffs",Would introduce a bill to protect supply management and Quebec farmers in future trade agreements,3
Bloc Québécois,"U.S. relations, tariffs",It would introduce a bill to protect supply management and Quebec farmers in future trade agreements.,3
